iter	Logloss
498	0.357571129
499	0.3574201637
500	0.35728587
501	0.3571447216
502	0.357024073
503	0.3568481119
504	0.3567433074
505	0.3566024916
506	0.3564373785
507	0.3563185618
508	0.3561914264
509	0.3559931708
510	0.355840248
511	0.3557401124
512	0.3556301047
513	0.3555692966
514	0.3554679175
515	0.3553151017
516	0.3551389473
517	0.3550086945
518	0.3548984802
519	0.3547740216
520	0.3546923268
521	0.3544971209
522	0.3543623255
523	0.3541798779
524	0.3540817497
525	0.35395674
526	0.353831156
527	0.353716716
528	0.3535859041
529	0.3534990575
530	0.3533770737
531	0.3532422385
532	0.3531166967
533	0.3530073479
534	0.3528638696
535	0.3527600622
536	0.3526051994
537	0.3524884831
538	0.3523883944
539	0.3522454437
540	0.3520559624
541	0.3518615712
542	0.3517463328
543	0.3516346094
544	0.3515098029
545	0.351368506
546	0.3512463281
547	0.35112833
548	0.3509846988
549	0.3508562704
550	0.3507509773
551	0.3506165152
552	0.3505326137
553	0.3504003595
554	0.3502837284
555	0.3501819873
556	0.3500317046
557	0.3500010591
558	0.3498430538
559	0.3496953996
560	0.3495684145
561	0.3493630724
562	0.3492345196
563	0.3491327409
564	0.3490188214
565	0.3489164535
566	0.3488105951
567	0.3486300533
568	0.3484942812
569	0.3483902333
570	0.3482362546
571	0.3480822089
572	0.3478154669
573	0.3477107606
574	0.3475101037
575	0.3473473062
576	0.3471932221
577	0.3470563942
578	0.3469334559
579	0.3468188559
580	0.3466450119
581	0.3465026854
582	0.3464254608
583	0.3462737598
584	0.3461209068
585	0.3460167472
586	0.3458436354
587	0.3456732779
588	0.3455856377
589	0.3453905093
590	0.3452789863
591	0.345126409
592	0.3450282929
593	0.34495906
594	0.3448364072
595	0.3446816996
596	0.3445659646
597	0.3444647368
598	0.3443063362
599	0.3442167609
600	0.3440791806
601	0.3439616343
602	0.3438213362
603	0.3437003902
604	0.3435515376
605	0.3434490418
606	0.3433434156
607	0.3432388728
608	0.3430933685
609	0.3429585463
610	0.3427957791
611	0.3427045401
612	0.3425219316
613	0.3424143564
614	0.3423081891
615	0.3421889486
616	0.3420913251
617	0.3419788559
618	0.3419278077
619	0.3417683822
620	0.341637733
621	0.3415512889
622	0.3414631171
623	0.3413611265
624	0.3412677255
625	0.3411270675
626	0.3409569433
627	0.3408374915
628	0.3406850586
629	0.3405541098
630	0.3404336336
631	0.3402508834
632	0.3401847287
633	0.3400627292
634	0.3399710932
635	0.3397707571
636	0.3396264283
637	0.3394907765
638	0.3393695476
639	0.339269266
640	0.3391494659
641	0.3390396496
642	0.3389475133
643	0.3387953348
644	0.3386704456
645	0.3385322899
646	0.3384118356
647	0.3383008538
648	0.3381821632
649	0.3380513034
650	0.3379623791
651	0.3378368943
652	0.3377579663
653	0.3376296692
654	0.3375504884
655	0.3374507789
656	0.3373117539
657	0.3371970217
658	0.3371124045
659	0.3369727205
660	0.3368594751
661	0.3367796891
662	0.336655074
663	0.3365207433
664	0.336350352
665	0.3362622288
666	0.3361196085
667	0.3360014096
668	0.3358237093
669	0.3356802846
670	0.3355421393
671	0.3354931217
672	0.3353813025
673	0.3352444503
674	0.3351197558
675	0.335076398
676	0.3349331579
677	0.3348523884
678	0.3346918461
679	0.3346071317
680	0.3345142345
681	0.3343858538
682	0.3342951688
683	0.3341891609
684	0.3341515273
685	0.3339793108
686	0.3338147657
687	0.3336775713
688	0.3335746238
689	0.333455853
690	0.3333461591
691	0.3332365697
692	0.3331541559
693	0.3329994235
694	0.3329028613
695	0.3328042303
696	0.3326868501
697	0.3325405222
698	0.3323871128
699	0.3322726857
700	0.3322065083
701	0.3320613344
702	0.3319655939
703	0.3318644776
704	0.3317931772
705	0.3317077381
706	0.3315529657
707	0.3314373499
708	0.3312421609
709	0.3310778439
710	0.3309737747
711	0.3308699248
712	0.3307451911
713	0.3305917066
714	0.3305003434
715	0.3303914459
716	0.3302803222
717	0.3301928242
718	0.3300205234
719	0.3299082723
720	0.329788805
721	0.3297202189
722	0.3296179521
723	0.3294795057
724	0.3293632495
725	0.3292346408
726	0.3291250746
727	0.328975776
728	0.3288718012
729	0.3287179058
730	0.3285811961
731	0.3284665296
732	0.3283300374
733	0.3281922774
734	0.3280801366
735	0.327990478
736	0.3278690385
737	0.3277560427
738	0.3276573351
739	0.3275238334
740	0.3274498024
741	0.3272661653
742	0.3270993654
743	0.3270086511
744	0.3268978998
745	0.326822594
746	0.3267460409
747	0.32663028
748	0.3265622319
749	0.3264684425
750	0.3263734433
751	0.3262114274
752	0.3260746909
753	0.3259069538
754	0.325784155
755	0.3257148189
756	0.3256363826
757	0.3255575565
758	0.325421977
759	0.3252687857
760	0.3251714558
761	0.3250938119
762	0.3250128027
763	0.3248645708
764	0.3247657555
765	0.3246535606
766	0.3245230547
767	0.3244388301
768	0.3242879456
769	0.3241865032
770	0.3239817669
771	0.3238625794
772	0.3237551696
773	0.323605902
774	0.3234464052
775	0.323338478
776	0.3232468761
777	0.3231762693
778	0.3230815366
779	0.322950955
780	0.3228085317
781	0.3227151867
782	0.3225708061
783	0.3224827293
784	0.3223993326
785	0.3222802775
786	0.3221343444
787	0.3220343138
788	0.3219489327
789	0.3218531389
790	0.3217412805
791	0.3216636509
792	0.3215326872
793	0.3214509613
794	0.3213256246
795	0.321221731
796	0.3210983282
797	0.3210143915
798	0.3208987166
799	0.320717988
800	0.320612341
801	0.3204863386
802	0.3204110716
803	0.32032143
804	0.3202238721
805	0.3201157365
806	0.3200514365
807	0.3199604162
808	0.3198048797
809	0.3196624001
810	0.3195749234
811	0.3194735669
812	0.3193619413
813	0.3192122787
814	0.3191328492
815	0.3190073006
816	0.3188871001
817	0.3187243125
818	0.3186155688
819	0.3185672798
820	0.318443292
821	0.3183499422
822	0.3182881406
823	0.3181884925
824	0.31802232
825	0.3178586163
826	0.3177739093
827	0.3176446753
828	0.317516603
829	0.3174672985
830	0.3173917052
831	0.3172542287
832	0.3172211581
833	0.3171013535
834	0.3170126173
835	0.3168813466
836	0.3168132455
837	0.3166891305
838	0.3165616127
839	0.316420843
840	0.3163156775
841	0.3161763328
842	0.3160952845
843	0.3160108847
844	0.31593548
845	0.3158580919
846	0.3157004002
847	0.3156511524
848	0.3155700389
849	0.3154765878
850	0.3154000111
851	0.3153020026
852	0.3151450283
853	0.3150259939
854	0.3148883792
855	0.3147630993
856	0.3146832539
857	0.314569868
858	0.3144726149
859	0.3143568594
860	0.3142657645
861	0.3141856048
862	0.3141413525
863	0.3140362226
864	0.3138865137
865	0.3137655079
866	0.3136921102
867	0.3136011304
868	0.3135296489
869	0.3134483914
870	0.3133203786
871	0.3131911478
872	0.3130901478
873	0.3129997623
874	0.312880034
875	0.3127981141
876	0.3126619519
877	0.3125560255
878	0.3124630532
879	0.3124075081
880	0.3122725428
881	0.3121273236
882	0.3120063049
883	0.3118526751
884	0.3117320186
885	0.3117218663
886	0.3115631577
887	0.3114415208
888	0.3113203691
889	0.3112242377
890	0.311100004
891	0.3110036784
892	0.3109128205
893	0.3108416902
894	0.3107687219
895	0.3106881018
896	0.3105581242
897	0.310477333
898	0.3103297733
899	0.3102506778
900	0.3101356719
901	0.3099872839
902	0.3099092408
903	0.309781489
904	0.3097027126
905	0.3095583792
906	0.3094212933
907	0.3093280878
908	0.3092066334
909	0.3091360032
910	0.3090533059
911	0.3089456978
912	0.3088080359
913	0.3086955335
914	0.3085682882
915	0.3084332255
916	0.3083006647
917	0.3082144971
918	0.308153545
919	0.3080541041
920	0.3079236497
921	0.3078303264
922	0.3077161124
923	0.3076200951
924	0.3075085957
925	0.3074243017
926	0.3073586083
927	0.3072479788
928	0.3071035362
929	0.3070080478
930	0.3069279453
931	0.3068364202
932	0.3067261081
933	0.3066409664
934	0.3065883862
935	0.3065183457
936	0.3064645546
937	0.3063661716
938	0.3062980303
939	0.3061807254
940	0.3060887778
941	0.3059689691
942	0.3058177138
943	0.3057178309
944	0.3056239235
945	0.305527374
946	0.3054808987
947	0.3053790895
948	0.3052595649
949	0.3051615364
950	0.30505714
951	0.3049593213
952	0.3047940037
953	0.3047042574
954	0.3045947291
955	0.3044453667
956	0.3043403966
957	0.3042155679
958	0.3040886981
959	0.3040273446
960	0.303902434
961	0.3038175294
962	0.3037098126
963	0.3036052617
964	0.3035040406
965	0.303423815
966	0.3032841205
967	0.3032063383
968	0.3031850806
969	0.3031095794
970	0.3030274811
971	0.3029181714
972	0.3028682094
973	0.3027890653
974	0.3026744279
975	0.3025534489
976	0.3024657479
977	0.3023527857
978	0.3022416921
979	0.3021312584
980	0.3020388647
981	0.3019607121
982	0.3018128744
983	0.3017188857
984	0.3016019848
985	0.3015229149
986	0.3014387141
987	0.3013420454
988	0.3012368203
989	0.3011703889
990	0.3010627828
991	0.300938985
992	0.3008342423
993	0.3007805598
994	0.3007037701
995	0.300634349
996	0.3005372727
997	0.3004414079
998	0.3003137544
999	0.3002312524
